split_type,model_name,fraction,seed,test_mse,test_cross_entropy
parameter_ev_extreme,pt5,0.12,42,0.050606086309227714,0.69315534735032
parameter_ev_extreme,ev,0.14,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.14,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.14,42,0.0509669034684909,0.6938768115898775
parameter_ev_extreme,pt5,0.14,42,0.050644066446749486,0.6932313290506008
parameter_ev_extreme,ev,0.16,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.16,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.16,42,0.05110198829228555,0.6941471285251071
parameter_ev_extreme,pt5,0.16,42,0.050666578675050415,0.693276340880796
parameter_ev_extreme,ev,0.18,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.18,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.18,42,0.05099220320971879,0.6939274137706275
parameter_ev_extreme,pt5,0.18,42,0.05065121396364666,0.6932456212930758
parameter_ev_extreme,ev,0.2,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.2,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.2,42,0.05098171946664636,0.6939064437391518
parameter_ev_extreme,pt5,0.2,42,0.05067494813685293,0.6932930726623481
parameter_ev_extreme,ev,0.22,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.22,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.22,42,0.05094826969793091,0.69383954958968
parameter_ev_extreme,pt5,0.22,42,0.05068933700110393,0.6933218428877265
parameter_ev_extreme,ev,0.24,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.24,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.24,42,0.050951812167968756,0.6938466329851377
parameter_ev_extreme,pt5,0.24,42,0.050691799622111997,0.6933267583133779
parameter_ev_extreme,ev,0.26,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.26,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.26,42,0.050918556354729146,0.6937801448805395
parameter_ev_extreme,pt5,0.26,42,0.05065645822627113,0.6932561122834826
parameter_ev_extreme,ev,0.28,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.28,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.28,42,0.05093821613806666,0.6938194481058892
parameter_ev_extreme,pt5,0.28,42,0.05066264672489569,0.693268479934047
parameter_ev_extreme,ev,0.3,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.3,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.3,42,0.050948509129771474,0.6938400283417067
parameter_ev_extreme,pt5,0.3,42,0.05064834172115437,0.6932398780844928
parameter_ev_extreme,ev,0.32,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.32,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.32,42,0.0508803780799512,0.6937038398000961
parameter_ev_extreme,pt5,0.32,42,0.05062766742371914,0.6931985315540643
parameter_ev_extreme,ev,0.34,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.34,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.34,42,0.05089602208318558,0.6937351036105726
parameter_ev_extreme,pt5,0.34,42,0.050621439521448416,0.6931860730574964
parameter_ev_extreme,ev,0.36,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.36,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.36,42,0.05088431919949154,0.693711715542353
parameter_ev_extreme,pt5,0.36,42,0.05061586139465792,0.6931749124223067
parameter_ev_extreme,ev,0.38,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.38,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.38,42,0.050919171272172103,0.6937813740983523
parameter_ev_extreme,pt5,0.38,42,0.05062326686319926,0.6931897287429066
parameter_ev_extreme,ev,0.4,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.4,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.4,42,0.05095643734972986,0.6938558816788005
parameter_ev_extreme,pt5,0.4,42,0.05064717026249805,0.6932375356295255
parameter_ev_extreme,ev,0.42,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.42,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.42,42,0.05093384685879558,0.6938107125724707
parameter_ev_extreme,pt5,0.42,42,0.05065173882288723,0.6932466707571312
parameter_ev_extreme,ev,0.44,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.44,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.44,42,0.0509615195513569,0.6938660447006607
parameter_ev_extreme,pt5,0.44,42,0.05066602509952807,0.693275234162015
parameter_ev_extreme,ev,0.46,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.46,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.46,42,0.05097298796889067,0.693888980164776
parameter_ev_extreme,pt5,0.46,42,0.05066616980722104,0.6932755234649128
parameter_ev_extreme,ev,0.48,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.48,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.48,42,0.05096342497414671,0.693869855150791
parameter_ev_extreme,pt5,0.48,42,0.0506673152030037,0.6932778133534788
parameter_ev_extreme,ev,0.5,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.5,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.5,42,0.050987856472448384,0.6939187189960568
parameter_ev_extreme,pt5,0.5,42,0.050666604069695684,0.6932763916501311
parameter_ev_extreme,ev,0.52,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.52,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.52,42,0.05098668100896165,0.6939163677770336
parameter_ev_extreme,pt5,0.52,42,0.05064237936809888,0.6932279553552435
parameter_ev_extreme,ev,0.54,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.54,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.54,42,0.050977754403147495,0.6938985131755059
parameter_ev_extreme,pt5,0.54,42,0.05065367154421157,0.6932505352086309
parameter_ev_extreme,ev,0.56,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.56,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.56,42,0.05099375514740585,0.6939305181940103
parameter_ev_extreme,pt5,0.56,42,0.05065563274040975,0.6932544565107438
parameter_ev_extreme,ev,0.58,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.58,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.58,42,0.050966800908243876,0.6938766064824017
parameter_ev_extreme,pt5,0.58,42,0.05064296348750193,0.6932291234431996
parameter_ev_extreme,ev,0.6,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.6,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.6,42,0.05097312101797593,0.6938892462612453
parameter_ev_extreme,pt5,0.6,42,0.05064937332979034,0.6932419408662839
parameter_ev_extreme,ev,0.62,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.62,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.62,42,0.05095759809162686,0.6938582028052384
parameter_ev_extreme,pt5,0.62,42,0.05064220101390237,0.6932275986909618
parameter_ev_extreme,ev,0.64,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.64,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.64,42,0.05094954507183352,0.6938420997548569
parameter_ev_extreme,pt5,0.64,42,0.0506314400892894,0.6932060776255421
parameter_ev_extreme,ev,0.66,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.66,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.66,42,0.050935872186748346,0.6938147617828402
parameter_ev_extreme,pt5,0.66,42,0.05062989742660949,0.6932029920699927
parameter_ev_extreme,ev,0.68,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.68,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.68,42,0.05092133930493952,0.6937857080425922
parameter_ev_extreme,pt5,0.68,42,0.050624832535321296,0.6931928607997138
parameter_ev_extreme,ev,0.7,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.7,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.7,42,0.0509159794495529,0.6937749937300819
parameter_ev_extreme,pt5,0.7,42,0.0506277628997379,0.6931987225324369
parameter_ev_extreme,ev,0.72,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.72,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.72,42,0.050940990877149046,0.6938249958438094
parameter_ev_extreme,pt5,0.72,42,0.05063123733705568,0.6932056720963103
parameter_ev_extreme,ev,0.74,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.74,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.74,42,0.05092835673362348,0.6937997366159389
parameter_ev_extreme,pt5,0.74,42,0.050627036277550275,0.6931972690771547
parameter_ev_extreme,ev,0.76,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.76,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.76,42,0.0509247022749513,0.6937924308599587
parameter_ev_extreme,pt5,0.76,42,0.05062775415781964,0.6931987050462062
parameter_ev_extreme,ev,0.78,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.78,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.78,42,0.050915270034027196,0.6937735756522305
parameter_ev_extreme,pt5,0.78,42,0.05062792064883939,0.6931990380732488
parameter_ev_extreme,ev,0.8,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.8,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.8,42,0.05090313654673049,0.693749322952451
parameter_ev_extreme,pt5,0.8,42,0.050620864290921934,0.6931849222406519
parameter_ev_extreme,ev,0.82,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.82,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.82,42,0.05090713554717842,0.6937573159587894
parameter_ev_extreme,pt5,0.82,42,0.05061894198926604,0.6931810762973468
parameter_ev_extreme,ev,0.84,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.84,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.84,42,0.05091659538616151,0.6937762249566743
parameter_ev_extreme,pt5,0.84,42,0.05062462379966878,0.6931924432408176
parameter_ev_extreme,ev,0.86,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.86,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.86,42,0.050917832517356744,0.6937786979408878
parameter_ev_extreme,pt5,0.86,42,0.05062409369304614,0.6931913827950068
parameter_ev_extreme,ev,0.88,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.88,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.88,42,0.05091509089981337,0.6937732175754211
parameter_ev_extreme,pt5,0.88,42,0.050618803250895725,0.6931807987144676
parameter_ev_extreme,ev,0.9,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.9,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.9,42,0.050912842875266956,0.6937687239799185
parameter_ev_extreme,pt5,0.9,42,0.05061638620395241,0.693175962549614
parameter_ev_extreme,ev,0.92,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.92,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.92,42,0.05091814677746183,0.6937793261407934
parameter_ev_extreme,pt5,0.92,42,0.05062095691241149,0.6931851075422766
parameter_ev_extreme,ev,0.94,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.94,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.94,42,0.050907740385905606,0.693758524905573
parameter_ev_extreme,pt5,0.94,42,0.0506212067842779,0.6931856074416126
parameter_ev_extreme,ev,0.96,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.96,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.96,42,0.05090007311417283,0.6937432001051315
parameter_ev_extreme,pt5,0.96,42,0.05061600010368429,0.6931751899769881
parameter_ev_extreme,ev,0.98,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,0.98,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,0.98,42,0.050899879072995015,0.6937428122828537
parameter_ev_extreme,pt5,0.98,42,0.050616095757502914,0.6931753813779292
parameter_ev_extreme,ev,1.0,42,0.07099112187176325,0.7382803868530771
parameter_ev_extreme,eu,1.0,42,0.05088037978888617,0.6937049508295661
parameter_ev_extreme,pt3,1.0,42,0.05089097120695661,0.6937250092035139
parameter_ev_extreme,pt5,1.0,42,0.05061355143750856,0.6931702899876374
